idade,genero,existe_alguma_rua_em_fortaleza_em_que_gostaria_de_ver_uma_ciclovia,por_que_escolheu_ou_escolhe_andar_de_bicicleta_agrupado,ha_quanto_tempo_utiliza_agrupado,qual_e_o_principal_problema_que_voce_enfrenta_ao_andar_de_bicicleta_em_fortaleza_agrupado,tem_medo_de_sofrer_acidentes_andando_de_bicicleta_em_fortaleza_agrupado,sofreu_algum_acidente_no_ultimo_ano_agrupado,gostaria_de_trocar_a_bicicleta_por_outro_meio_de_transporte_agrupado
54,Masculino,"E existe alguma rua em Fortaleza que você gostaria de ver uma ciclovia? Sim. Quais seriam? Uma principal é Balão do Mudubim até Messejana, que é a antiga Perimetral, que hoje é a Presidente Costa e Silva. Ali é uma das principais que não tem.",Única opção,Mais de 5 anos,Falta de ciclovias;Buracos na ciclovia;Lixo na ciclovia;Má qualidade das ciclovias,"Sim, tenho medo de acidentes",Sim,Não
,Masculino,"Existe algum ruim e fortaleza que você gostaria de ver na ciclovia? Fortaleza? Sim. Alguma música? O senhor anda, o senhor anda, interrompem aí o senhor queria que tivesse. No momento acho que tá, tá, tá, tá mais ou menos. Depois fizeram essas vias, né, ficou, melhorou mais um pouco, né. Os carros tiram fila na gente, mas é isso mesmo, né, que a gente põe nas vias, né, perigoso. Até que melhorou um pouco, né, depois fizeram essas vias, né, melhorou muito, né.",Preferência pessoal,,Desrespeito dos motoristas ou Trânsito;Risco de acidentes,"Sim, tenho medo de acidentes",Sim,Não
,Masculino,"Existe alguma rua em Fortaleza que você gostaria de ver uma ciclovia? A rua? A Silas Muguba, da Dé Brasil, antiga Dé Brasil. Não tem.",Rapidez \ Tempo;Praticidade e conveniência;Segurança no trânsito,,Buracos na ciclovia;Desrespeito dos motoristas ou Trânsito,"Sim, tenho medo de acidentes",Não,Não
48,Masculino,"Existe alguma rua assim de Fortaleza que não tem infraestrutura e que o senhor gostaria que tivesse? Que o senhor andou já Salim, não me lembro o nome, mas tem bairro, bairro assim, região, no José Walter, ali no José Walter, o lado do Pirambu também, que a gente passa para ir para as praias também, é Caída, e vários outros que eu não lembro o nome, mas é muito, viu, são muitos, são muitos, precisa ainda melhorar muito, né.",Exercício e saúde,Mais de 5 anos,Buracos na ciclovia;Lixo na ciclovia;Outros obstáculos na ciclovia;Desrespeito dos motoristas ou Trânsito,Não,Não,"Sim, por uma bicicleta melhor"
25,Feminino,"Existe alguma rua em Fortaleza que você gostaria de ver uma ciclovia? Que o senhor passe, que não tem, que gostaria de ter? Era na Ozora, né? Na Ozora de Paiva.",Rapidez \ Tempo;Praticidade e conveniência,,Desrespeito dos motoristas ou Trânsito;Falta de ciclovias,"Sim, tenho medo de acidentes",Não,"Sim, por uma moto"
18,Masculino,"E existe alguma uma rua que tu anda que não tem a ciclovia, ciclofaixa, e tu gostaria que tivesse? A sua que não tem, mas elas são muito estreitas para botar, teria que comprar mais, mas as principais que eu ando tem tudinho.",Custo \ É mais barato,Mais de 5 anos,Desrespeito dos motoristas ou Trânsito;Invasão de carros ou motos na ciclovia;Risco de acidentes;Outros obstáculos na ciclovia,"Sim, tenho medo de acidentes",Sim,"Sim, por uma moto"
24,Masculino,"Existe alguma rua em Fortaleza que você gostaria de que tivesse ciclofaixa, ciclovia? Que tipo, tu anda e não tem e tu queria que tivesse? Aonde eu moro, é onde é que tu mora?",Exercício e saúde,Menos de um ano,Desrespeito dos motoristas ou Trânsito;Invasão de carros ou motos na ciclovia,Não,Não,"Sim, por uma moto"
63,Masculino,"Existe alguma rua em Fortaleza que você gostaria de ver uma ciclovia? Tem, tem muita, tem muita, tem muita via, que a gente não tem ciclovia é ruim, muito estreito. Tem algum específico que o senhor queria ver uma ciclovia? É, do José Val tem uns que não tem, né?",Preferência pessoal,Mais de 5 anos,Desrespeito dos motoristas ou Trânsito,Não,Sim,"Sim, por um carro"
34,Feminino,"Existe alguma rua em Fortaleza em específico que a senhora queria ver uma ciclovia? Sim. Qual seria? Na verdade, na minha rua ali já tem uma, só que o povo não respeita, né, que a rua é quadra aqui próximo. Aí, outra mesmo não tem preferência, só ela mesmo que o povo não respeita.",Praticidade e conveniência,Mais de 5 anos,Desrespeito dos motoristas ou Trânsito,"Sim, tenho medo de acidentes",Não,Não
57,Feminino,"Tem umas ruas que não tem, alguns lugares não tem. Aí, agora de março, é cheio de carro da Padre Cícero. Você pode andar de pés, mas não tem ciclofaixa. Faixa lá na Bamba de Matos ou tem? Tem, né? Tem, mas é porque não deve ter, porque esse carro aqui corre em cima, esse carro, é, né?",Exercício e saúde,,Invasão de carros ou motos na ciclovia;Risco de acidentes,"Sim, tenho medo de acidentes",,Não
53,Masculino,"E existe alguma rua que tu anda que não tem ciclofaixa, ciclovia, que tu gostaria que tivesse? Tem algumas ruas que não tem, mas eu não sei dizer qual é o nome delas. Sabe dizer se é por aqui pelo bairro ou por outros bairros ao lado? Por outros bairros.",Exercício e saúde;Preferência pessoal;Rapidez \ Tempo,Mais de 5 anos,Desrespeito dos motoristas ou Trânsito;Invasão de carros ou motos na ciclovia,"Sim, tenho medo de acidentes",Sim,Não
50,Masculino,"Existe alguma rua em Fortaleza que você gostaria de ver uma ciclovia? Todas, todas, todas.",Preferência pessoal;Praticidade e conveniência,Mais de 5 anos,Desrespeito dos motoristas ou Trânsito,"Sim, tenho medo de acidentes",Sim,Não
56,Masculino,"Existe alguma rua em Fortaleza que o senhor gostaria de ter? Ciclofaixa, ciclovia, que o senhor anda, não tem, o senhor queria que tivesse? Sempre tem, que é essa aqui, né? Que eu moro nessa rua aqui, sempre tem.",Preferência pessoal;Praticidade e conveniência,Mais de 5 anos,Risco de acidentes,"Sim, tenho medo de acidentes",Sim,Não
58,Masculino,"Existe alguma rua em Fortaleza específico que o senhor queria ver uma ciclovia? Não, é por onde eu ando sempre tem.",Custo \ É mais barato;Única opção,Mais de 5 anos,Desrespeito dos motoristas ou Trânsito,"Sim, tenho medo de acidentes",Sim,"Sim, mas não especifica qual meio"
58,Masculino,"E existe alguma rua que tu anda que não tem ciclovia, ciclofaixa? Essa aqui tem. Essa daqui? Direto, vou trabalhar perto da creche, perto do hospital. Perto do hospital, qual o nome do hospital? Albert Sabin? É, tem uma creche ali, um colégio, então eu trabalho ali.",Rapidez \ Tempo;Praticidade e conveniência,Mais de 5 anos,Desrespeito dos motoristas ou Trânsito,"Sim, tenho medo de acidentes",Não,Não
29,Masculino,"Existe alguma rua de Fortaleza que você anda que não tem ciclofaixa nem ciclovia que você gostaria que tivesse? Pois diz alguma. Agora, para lembrar assim, algum bairro, algum bairro, algum que pegar por aqui, Monte Serrinha, muitos tem que precisa mesmo, é tipo muito fluxo de carrinho, não tem. Entendi. Nas avenidas, muitas avenidas não tem.",Custo \ É mais barato;Exercício e saúde,Mais de 5 anos,Lixo na ciclovia;Invasão de carros ou motos na ciclovia,"Sim, tenho medo de acidentes",Não,"Sim, por uma bicicleta elétrica; Sim, por uma moto"
20,Masculino,"Existe em Fortaleza, existe alguma rua que você queria ver uma ciclovia em específico? Eu acho que deveria só melhorar da avenida aqui do lado, não sei o nome, da Parangaba, aquela avenida depois da Parangaba. Só deveria melhorar ela.",Praticidade e conveniência,Mais de 5 anos,Má qualidade das ciclovias,Não,Não,Não
37,Masculino,"Existe alguma rua em Fortaleza específica que tu queira ver uma ciclovia? Ai não, aos olhos de pai, vó. Não tem, da minha casa para cá não tem.",Rapidez \ Tempo,Mais de 5 anos,Falta de ciclovias;Invasão de carros ou motos na ciclovia,"Sim, tenho medo de acidentes",Não,Não
51,Masculino,"Existe alguma rua em Fortaleza que você gostaria que tivesse? Tipo, você anda e tem pouca rua. A Bernardo Manuel da Tete Brasil, né? Bernardo Manuel, né? Bernardo Manuel. Que não tem. Essa é uma parte que a gente anda muito. E tem umas que também que tem, no final termina você se perdendo. Que nem aqui na Albarbosa.",Rapidez \ Tempo;Exercício e saúde,Mais de 5 anos,Desrespeito dos motoristas ou Trânsito;Invasão de carros ou motos na ciclovia,"Sim, tenho medo de acidentes",Não,Não
32,Masculino,"E existe alguma rua que tu anda que não tem ciclovia, ciclofaixa, que tu gostaria que tivesse? Silas Bunguba, com certeza. Lá é meio caótico, né? Muito caótico. Mas alguma outra? E também ali pelo aeroporto, também muito legal se tivesse na carreira inside, né?",Rapidez \ Tempo;Praticidade e conveniência,Mais de 5 anos,Desrespeito dos motoristas ou Trânsito,"Sim, tenho medo de acidentes",Não,Não
16,Masculino,"Existe alguma rua em Fortaleza em específico que tu queira ver o aciclovias? Uma rua que tu faz o teu trajeto para casa que ainda não tem, que possa ter? Acho que não, não, por mim acho que tá tranquilo para onde eu venho.",Exercício e saúde;Rapidez \ Tempo;Custo \ É mais barato,,Desrespeito dos motoristas ou Trânsito;Risco de acidentes,,Sim,"Não;Sim, por uma moto"
49,Masculino,"Existe alguma rua em Fortaleza que você gostaria que tivesse ciclofaixa, ciclovia, que não tem, que você passa e que era bom se tivesse? Meu bairro, Vila Manoel Sátiro, Manego de Castro. Não tem nada? Tem só um pedaço, do resto não tem.",Rapidez \ Tempo;Preferência pessoal,Mais de 5 anos,Desrespeito dos motoristas ou Trânsito,Não,Não,Não
38,Masculino,"E existe alguma rua que tu anda que não tem ciclovia, ciclofaixa, que tu queria que tivesse? Não, o trajeto que eu faço do trabalho para casa é todo por ciclovia.",Rapidez \ Tempo;Praticidade e conveniência,Mais de 5 anos,Lixo na ciclovia,"Sim, tenho medo de acidentes",Sim,Não
39,Masculino,"Existe alguma rua em Fortaleza que você passa que não tem ciclofaixa, ciclovia, que você gostaria que tivesse? Não.",Custo \ É mais barato;Única opção,Entre 3 e 5 anos,Desrespeito dos motoristas ou Trânsito;Sinalização inadequada,Não,Não,"Sim, por uma moto"
57,Feminino,"Existe alguma rua em Fortaleza que a senhora queria ver uma ciclovia? Aqui tem, né? Mas mesmo assim é impossível ainda. Aqui na loja Padre Cícero, até para ir no bar de pé, o estacionamento Capela. Carro tava cheio de buraco.",Exercício e saúde;Preferência pessoal,Menos de um ano,Desrespeito dos motoristas ou Trânsito,"Sim, tenho medo de acidentes",Não,"Sim, por uma bicicleta melhor"
31,Masculino,"E existe alguma rua que tu anda que não tem ciclovia ou ciclofaixa que tu gostaria que tivesse? Não, acho que todas aqui tem, que eu só ando aqui no Montez.",Praticidade e conveniência;Preferência pessoal,Entre 1 e 2 anos,Invasão de carros ou motos na ciclovia;Outros obstáculos na ciclovia,Não,Não,"Sim, por uma moto"
65,Masculino,"Existe alguma rua em Fortaleza que não tem ciclofaixa, ciclovia, que o senhor gostaria que tivesse? Eu me lembro no momento não, mas que ainda existe. Existe, com certeza. Bairro? Nenhum bairro assim que o senhor dirita? Ali era Monteiro. Não se lembra? Aqui tem algumas, né?",Rapidez \ Tempo;Custo \ É mais barato,Mais de 5 anos,Invasão de carros ou motos na ciclovia;Desrespeito dos motoristas ou Trânsito,"Sim, tenho medo de acidentes",Não,Não
19,Masculino,"Existe alguma rua em Fortaleza que você gostaria de ver uma ciclovia? Não, não assim agora na mente, não. Mas queria que as que tivesse, tivesse continuação, interligasse umas às outras. Isso, interligasse.",Única opção,Mais de 5 anos,Buracos na ciclovia;Falta de ciclovias;Invasão de carros ou motos na ciclovia,Não,Não,"Sim, por uma moto"
41,Masculino,"Existe algum em Fortaleza que você gostaria de ver uma ciclofaixa, uma ciclovia? Eu não ando muito pra lá, pra longe. Anda mais aqui? Aqui tá bom.",Rapidez \ Tempo;Praticidade e conveniência,Mais de 5 anos,Desrespeito dos motoristas ou Trânsito,"Sim, tenho medo de acidentes",Não,"Sim, por uma moto"
