idade,genero,existe_alguma_rua_em_fortaleza_em_que_gostaria_de_ver_uma_ciclovia,por_que_escolheu_ou_escolhe_andar_de_bicicleta_agrupado,ha_quanto_tempo_utiliza_agrupado,qual_e_o_principal_problema_que_voce_enfrenta_ao_andar_de_bicicleta_em_fortaleza_agrupado,tem_medo_de_sofrer_acidentes_andando_de_bicicleta_em_fortaleza_agrupado,sofreu_algum_acidente_no_ultimo_ano_agrupado,gostaria_de_trocar_a_bicicleta_por_outro_meio_de_transporte_agrupado
30,Masculino,"Existe algum ponto ruim em Fortaleza que você gostaria de ver uma ciclovia? Uma ciclovia? Bom, pelos lugares que eu ando, a maioria já tem. Mas tem cantos que, se pra cada um nascer de rota, realmente iria precisar.",Rapidez \ Tempo; Praticidade e conveniência; Mais fácil,,Desrespeito dos motoristas; Risco de acidentes,"Sim, tenho medo de acidentes",Sim,Não
48,Masculino,"Existe alguma rua em Fortaleza que você gostaria que tivesse uma ciclovia, que ainda não tem? Tem várias, eu gostaria que tivesse. As que não tem, eu gostaria que fizesse. Ficaria melhor pra gente, né? Tá bom. Tem alguma rua em que você gostaria que melhorasse? Alguma que não faz ruim? Por exemplo, essa daqui que eu moro ali nas ruas Luba, antes da Parangaba, aquela ali não tem ciclovia. Era bom que passasse tudo bem, né?",Exercício e saúde,Mais de 5 anos,Desrespeito dos motoristas; Risco de acidentes,"Sim, tenho medo de acidentes",Não,Não
36,Masculino,Existe alguma rua em Fortaleza que não tem ciclovia que você gostaria que tivesse? Tem aqui a Ministro José Américo.,Rapidez \ Tempo;Praticidade e conveniência,,Má qualidade das ciclovias,"Sim, tenho medo de acidentes",Sim,Não
26,Feminino,Existe alguma rua em Fortaleza que você gostaria que tivesse uma escopacha e que ainda não tem? As Silas Mangoba. Meu sonho.,Rapidez \ Tempo,Entre 1 e 2 anos,Desrespeito dos motoristas;Falta de ciclovias;Outros obstáculos na ciclovia,"Sim, tenho medo de acidentes",Sim,Não
18,Masculino,Existe. Alguma rua em Fortaleza que você gostaria que tivesse na ciclofaixa. Ou ciclovia? Onde você anda já tem? Já. Muito obrigada. Obrigada.,,Entre 1 e 2 anos,,Não,Não,"Sim, por um carro"
32,Masculino,Existe alguma rua em Fortaleza que você gostaria de ver uma ciclovia? Hã? Existe alguma rua em Fortaleza que você. Gostaria de ver uma ciclovia dessas? É... Ali no. Freixo e Lírio. Freixo e Lírio? Ali não tem.,Única opção,,Falta de ciclovias,"Sim, tenho medo de acidentes",Não,"Sim, mas não especifica qual meio"
62,Feminino,"Existe alguma rua aqui em Fortaleza que não tem ciclofaixa e que você gostaria que tivesse? Tem. Quando chega ali, na entrada de São Cristóvão, pra lá, junto com Palmeiras, ali merecia uma faixa, porque existe uma feira lá.",Rapidez \ Tempo; Praticidade e conveniência,Mais de 5 anos,Desrespeito dos motoristas; Invasão de carros ou motos na ciclovia,"Sim, tenho medo de acidentes",Não,"Sim, mas não especifica qual meio"
44,Masculino,"Existe alguma rua de Fortaleza que não tem sítulo ou faixa que tu gostaria que tivesse? Sim, gostaria. E qual? Aqui na Perimetral não tem. Perimetral.",Praticidade e conveniência; Mais fácil,Entre 2 e 3 anos,Desrespeito dos motoristas,"Sim, tenho medo de acidentes",Sim,Não
28,Feminino,"Existe alguma rua aqui em Fortaleza que tu gostaria que tivesse uma ciclofaixa que ainda não tem? Ou uma que tá ruim que tu gostaria de melhorar nos teus caminhos? Acho que só a parte ali de cima, né? Que tá um pouquinho, meio ruim, mas só. Porque eu só ando por aqui mesmo, então é de boa.",Exercício e saúde; Praticidade e conveniência; Rapidez \ Tempo,Menos de um ano,Outros obstáculos na ciclovia; Risco de acidentes,"Sim, tenho medo de acidentes",Não,Não
70,Masculino,"Existe alguma rua em Fortaleza que você gostaria que tivesse uma ciclovia, que ainda não tem? No momento, não.",Preferência pessoal,Menos de um ano,Risco de acidentes,"Sim, tenho medo de acidentes",Não,"Sim, mas não especifica qual meio"
51,Masculino,"Existe alguma rua em Fortaleza que você gostaria de ver uma ciclovia? Eu ali perto do terminal da Parangaba, que ali é mais complicado. A gente tem que sair muito cedo para não pegar o trânsito, que ali é muito estreito.",Rapidez \ Tempo;Praticidade e conveniência,Menos de um ano,Desrespeito dos motoristas; Invasão de carros ou motos na ciclovia; Risco de acidentes,"Sim, tenho medo de acidentes",Sim,Não
42,Masculino,"Existe alguma via em Fortaleza que não tem ciclofaxe que tu gostaria que tivesse? Sim, mais lá na frente. Mais lá na frente é outro nome. Aqui é Oliveira Paiva, né? Não, aqui é Paulino Rocha. Silomão Guga.",Exercício e saúde;Rapidez \ Tempo,,Falta de ciclovias,"Sim, tenho medo de acidentes",Sim,Não
44,Masculino,"Existe alguma rua em Fortaleza que você gostaria de ver com a ciclovia? Que não tem ainda. Ixi, aquela avenida ali da Guanabi. que é toda desalinhada. Nunca a gente tá naquela avenida, Perdigão, não sei o que é Perdigão, é? Aquela do canal. Eu acho que é aquela ali, né? Aquela ali, aquela rua toda ali merecia, mas eu acho por conta que ela é muito estreita, não sei quando vou colocar, mas ali, aquela rua ali é muito ruim pra andar de bicicleta ali.",Única opção;Praticidade e conveniência,Menos de um ano,,"Sim, tenho medo de acidentes",Não,Não
53,Masculino,"Existe alguma rua em Fortaleza que você gostaria que tivesse uma ciclovia que ainda não tem? Aqui depois do Castelão, tá? Que a gente já segura um junto. Não tem.",Rapidez \ Tempo,Entre 1 e 2 anos,Falta de ciclovias,Não,Não,Não
48,Feminino,"Existe alguma rua em Fortaleza que você gostaria de ver uma ciclovia? A que eu mais, que eu antigamente não tinha era esse aqui. É como já tem todos que eu já ando, tem. Eu não conheço nenhum assim que eu nunca andei que não tem, entendeu?",Única opção;Preferência pessoal,Mais de 5 anos,Invasão de carros ou motos na ciclovia;Desrespeito dos motoristas,"Sim, tenho medo de acidentes",Não,"Sim, por uma bicicleta melhor"
42,Masculino,"Tem alguma rua em Porto Alegre que você gostaria que tivesse um ciclovídeo, se for a faixa que ainda não tem? Acho que perto onde eu moro. Sabe qual é a melhor rua? É aqui no Jardim Castelão 2.",Rapidez \ Tempo; Praticidade e conveniência,Entre 3 e 5 anos,Invasão de carros ou motos na ciclovia,"Sim, tenho medo de acidentes",Não,Não
59,Masculino,E tem alguma rua aqui em Fortaleza que não tem ciclo e tu gostaria que tivesse? A Perimetral. Seria ótimo se tivesse uma ciclovia lá. Tá precisando lá.,Preferência pessoal,Mais de 5 anos,Invasão de carros ou motos na ciclovia;Risco de acidentes,"Sim, tenho medo de acidentes",Não,Não
40,Masculino,"Existe alguma rua em Fortaleza que você queria que tivesse a ciclovia? Essa aí que você falou, né? Às vezes a gente balançar tá boa. Eu balanço a gente balançar até a faixa, tá bom?",Única opção,Mais de 5 anos,Outros obstáculos na ciclovia,"Sim, tenho medo de acidentes",Não,Não
31,Feminino,"Existe alguma rua aqui em Fortaleza que não tem ciclofaxe e tu gostaria que tivesse? Pelo que eu sei, não. Aonde eu undo tem. Maravilha.",Rapidez \ Tempo,Entre 3 e 5 anos,"Desrespeito dos motoristas
Risco de acidentes",Não,Sim,Não
20,Masculino,Existe alguma rua em Fortaleza que você gostaria de ver uma ciclofaixa que ainda não tem? Tá bom.,Praticidade e conveniência,Entre 1 e 2 anos,Invasão de carros ou motos na ciclovia,Não,Não,"Sim, mas não especifica qual meio"
35,Masculino,Existe alguma rua em Fortaleza que você gostaria que tivesse uma segunda faixa que ainda não tem? Na Perimetral.,Exercício e saúde,Mais de 5 anos,Desrespeito dos motoristas,"Sim, tenho medo de acidentes",Sim,
36,Masculino,"Existe alguma rua em Fortaleza que você gostaria de ver uma ciclovia? A maioria, né? Porque tem uns que tem e outros não. A maioria. Eu não posso te dizer se é um arroz específico, porque a maioria não tem.",Mais fácil; Custo \ É mais barato,Mais de 5 anos,Desrespeito dos motoristas; Invasão de carros ou motos na ciclovia,Não,Não,Não
50,Masculino,"Tem algum rum em Fortaleza que você gostaria que tivesse uma segunda faixa, que ainda não tem, ou que tá muito. Ruim, que precisa melhorar? Seria essa daqui. Ó, da continuidade dela aqui, da Silo Rumbum, né? Ela é uma via muito apertada pra carro e. Ciclista, né? Realmente ela precisa melhorar muito.",Exercício e saúde; Rapidez \ Tempo,,Desrespeito dos motoristas,"Sim, tenho medo de acidentes",Não,Não
36,Masculino,"Existe alguma rua em Fortaleza que você gostaria que a gente dê uma ciclovia? Não, não. Já passou lá, onde eu queria.",Preferência pessoal,Mais de 5 anos,Desrespeito dos motoristas;Invasão de carros ou motos na ciclovia,"Sim, tenho medo de acidentes",Não,"Sim, por uma moto"
34,Masculino,"Existe alguma rua em Fortaleza que você gostaria que tivesse uma ciclovia e que ainda não tem? Onde eu ando, todos têm. Uma coisa boa.",,Mais de 5 anos,Risco de acidentes,Não,Não,Não
62,Masculino,O texto não menciona se a pessoa gostaria de ter ciclovia em alguma rua de Fortaleza.,Preferência pessoal,,Desrespeito dos motoristas;Risco de acidentes,"Sim, tenho medo de acidentes",Não,Não
49,Masculino,"Eu gostaria de ver as que não tem, né? Porque ainda tem muitas que não tem, né? E facilita muito pra gente, né? Porque antigamente a gente não podia andar de jeito nenhum, né? Porque os carros faltavam pra pegar a gente, né? E agora eles respeitam, né? Logo no começo os motoqueiros não respeitavam não, né? Os motoqueiros sempre entraram nesse convívio, né? Mas agora eu acho que é por causa de multa que eles estão levando, né?",Preferência pessoal; Rapidez \ Tempo; Segurança no trânsito,,Desrespeito dos motoristas;Falta de ciclovias;Medo de assaltos,"Sim, tenho medo de acidentes",Não,Não
42,Masculino,"Existe alguma rua em Fortaleza que você gostaria que tivesse uma ciclofaixa ou ciclovia, que ainda não tem? Aperimetral.",Exercício e saúde; Praticidade e conveniência; Rapidez \ Tempo,,Desrespeito dos motoristas; Invasão de carros ou motos na ciclovia; Risco de acidentes,Medo de assalto e de acidente,Sim,Não
39,Feminino,"Qual uma rua aqui em Fortaleza que não tem ciclopatra e você gostaria que tivesse? Essa aí, depois do Castelão até Silas Mungu. É, está bom. Obrigada.",Exercício e saúde,Entre 1 e 2 anos,Desrespeito dos motoristas;Risco de acidentes,"Sim, tenho medo de acidentes",Não,Não
50,Masculino,"Existe alguma rua em Fortaleza que você gostaria de ver uma ciclovia? Fortaleza que tem... Deixa eu ver. Não, porque aqui já tem, né? Na aldeia tem. Não.",Exercício e saúde; Preferência pessoal,Mais de 5 anos,Desrespeito dos motoristas,Não,Sim,"Sim, por uma moto"
22,Masculino,Existe alguma rua em Fortaleza que tu gostaria que tivesse uma ciclopatra ou ciclovia que ainda não tem? Tem. Só... Deixa. Eu me lembrar qual é ele?,Exercício e saúde; Custo \ É mais barato,,Desrespeito dos motoristas; Risco de acidentes; Falta de ciclovias,"Sim, tenho medo de acidentes",Sim,"Sim, por uma moto"
32,Masculino,"Existe alguma rua aqui em Fortaleza que não tem ciclofaxe e você gostaria que tivesse? Na Avenida Freircirilo. É, na Freircirilo. Necessitando. Até a Messejana que já tem outra que se batia com ela lá na frente. Sim, é uma boa mesmo.",Exercício e saúde;Segurança no trânsito;Preferência pessoal,Mais de 5 anos,Desrespeito dos motoristas; Invasão de carros ou motos na ciclovia; Risco de acidentes; Outros obstáculos na ciclovia,Não,Não,"Sim, por uma moto"
44,Masculino,"E deixar alguma rua em Fortaleza, que você gostaria de ver uma segunda vez? Ah, eu não conheço quase nada aqui. Então, no momento não, né? Não, no momento não.",Custo \ É mais barato,Mais de 5 anos,,"Sim, tenho medo de acidentes",Não,Não
59,Masculino,"Existe alguma rua em Fortaleza que você queria que tivesse uma ciclofaixa, que ainda não tem? Aqui na avenida é pra cima de paz. Precisa, né? Precisa.",,Menos de um ano,,Não,Não,
33,Masculino,"Existe alguma rua em Fortaleza que você gostaria que tivesse uma ciclofaixa que ainda não tem? Uma ciclovia? Na minha via, graças a Deus, todos têm.",Segurança no trânsito; Preferência pessoal,Mais de 5 anos,Má qualidade das ciclovias,"Sim, tenho medo de acidentes",Não,"Sim, por uma moto"
54,Masculino,"Existe. Alguma rua em Fortaleza que você gostaria de ver uma ciclovia, essa sinalização? Tem, aqui próximo do Binho aqui que não tem. Aqui da Axés e pra frente não tem. Da Axés e pra frente? É, não tem.",Exercício e saúde,Mais de 5 anos,Desrespeito dos motoristas;Risco de acidentes,"Sim, tenho medo de acidentes",Não,"Sim, por uma bicicleta elétrica"
NULL,Masculino,"Existe alguma rua em Fortaleza que você gostaria de ver uma ciclovia? Não, até agora não. Tudo bem uma ciclovia.",Exercício e saúde; Praticidade e conveniência; Preferência pessoal,Mais de 5 anos,Desrespeito dos motoristas,"Sim, tenho medo de acidentes",Sim,Não
28,Masculino,"Existe alguma rua em Fortaleza que você gostaria de ver a ciclovia? Essa finalização aqui? A Perimetral. Não tem. É um texto muito cruel ali, viu? Não sei porquê, não sei se é do governo, se é do estado, se é a prefeitura, se é do estado. Eu acho que é do estado, que não vou dar ainda.",Rapidez \ Tempo; Praticidade e conveniência,Mais de 5 anos,Sinalização inadequada,"Sim, tenho medo de acidentes",Sim,Não
39,Masculino,"Existe alguma rua em Fortaleza que você gostaria que tivesse uma ciclovia, que ainda não tem? Eu acho a continuação aqui, depois do castelão, deve ser Brasil. Não tem. Daqui até Parangaba seria bom se tivesse.",Preferência pessoal; Praticidade e conveniência,Mais de 5 anos,Falta de ciclovias,"Sim, tenho medo de acidentes",Sim,"Sim, por um carro"
56,Masculino,"Existe alguma rua em Fortaleza que você gostaria de ver uma ciclovia, uma sinalização dessa? Acho que normalmente... Lembrando mesmo assim, não. Especificamente, não. Eu gosto muito das vias alternativas, de uso alternativo. Então, para mim, não tem muita dificuldade, na verdade. Acho que precisa de mais, na verdade. Mas não só para mim.",Praticidade e conveniência; Rapidez \ Tempo,Entre 3 e 5 anos,Desrespeito dos motoristas;Falta de ciclovias,"Sim, tenho medo de acidentes",Não,Não
36,Masculino,"Existe alguma rua em Fortaleza que você gostaria de ter uma ciclovia que ainda não tem? Ou alguma que está ruim que podia melhorar? Uma que está... Eu acho que todas, mas uma que merecia um. Pouco melhor ser revitalizada, a. Que vai pra praia de Iracema, que tem uma parte lá. Da Vispresta, que. Ela é um pouco ruim. E a que vai pro Ozeve, que eu venho e vejo que lá a buraqueira é horrível.",Praticidade e conveniência,,Desrespeito dos motoristas,"Sim, tenho medo de acidentes",Sim,"Sim, por uma bicicleta melhor"
51,Masculino,"Existe alguma rua em Fortaleza que você gostaria de ver com essa sinalização aqui da ciclovia? É, aí sempre tem um bocado aí que ainda não foi, ainda fez isso aqui, né? Sempre tem que estar fazendo, porque é muito predesto andando, né? Entendeu? Aí sempre é bom a pessoa andar com isso aí, entendeu?",Custo \ É mais barato; Única opção,Mais de 5 anos,Desrespeito dos motoristas; Invasão de carros ou motos na ciclovia,"Sim, tenho medo de acidentes",Sim,Não
38,Masculino,"Existe alguma rua em Fortaleza que tu gostaria que tivesse uma ciclovia que ainda não tem? Tem um aqui, agora eu não soube o nome da rua, tem um aqui que o trajeto é meio perigoso com o bus, a gente vai ter que correr pelo catacombo.",Praticidade e conveniência; Mais fácil; Única opção,Entre 3 e 5 anos,Desrespeito dos motoristas;Risco de acidentes,"Sim, tenho medo de acidentes",Sim,Não
64,Masculino,"Existe alguma rua em Fortaleza que você gostaria que tivesse uma ciclovía assim, uma ciclofaixa? Que ainda não tem? Ainda não tem, não. Tem alguma via que o senhor lembra? Alguma rua? Não, não, não.",,Mais de 5 anos,Invasão de carros ou motos na ciclovia;Desrespeito dos motoristas,"Sim, tenho medo de acidentes",Sim,
22,Masculino,"Existe alguma rua em Fortaleza que você gostaria de ver uma ciclovia? Pra falar a verdade, sim. Onde eu trabalho, a gente se depara muito com buraco. Principalmente quando enche, a gente não tem visibilidade nenhuma. Então, assim, é uma questão de prioridade. O que está faltando? Está faltando a ciclovia também.",Preferência pessoal,Entre 1 e 2 anos,Desrespeito dos motoristas;Risco de acidentes;Buracos na ciclovia;Falta de ciclovias;Outros obstáculos na ciclovia,"Sim, tenho medo de acidentes",Sim,Não
22,Feminino,Existe alguma rua em Porto Alegre que tu queria que tivesse uma sigla plástica e ainda não tem?,Exercício e saúde,Menos de um ano,Falta de ciclovias;Risco de acidentes,"Sim, tenho medo de acidentes",Não,Não
36,Feminino,"Existe alguma rua em Fortaleza que você queria que tivesse uma ciclofaixa? Que ainda não tem? Não, não recordo.",Exercício e saúde; Rapidez \ Tempo,Menos de um ano,Medo de assaltos,"Sim, tenho medo de acidentes",Não,Não
27,Feminino,"Existe alguma rua em Fortaleza que tu queria que tivesse ciclovia, que ainda não tem? O que são que eles estão a foder? Não sei o que é.",Rapidez \ Tempo,,Risco de acidentes,"Sim, tenho medo de acidentes",Sim,Não
50,Masculino,"Qual é a rua em Fortaleza que você gostaria de ver um ciclovia? Você até comentou uma agora. É a Perimetral. Tem que ver da Mestrejana, porque... Eu vou aqui, né? Aí eu pego ela lá na frente. Aí de lá até o Zé Valdes, agora não tem. Perimetral? É. Tá bom. Não tem. A outra não tem. Mas aqui todinha, onde eu pego ali, tem mais. Até ali a outra tem. Mas o resto é bom.",Preferência pessoal,Mais de 5 anos,Falta de ciclovias,Não,Não,Não
43,Masculino,Existe alguma rua em Fortaleza que você queria que tivesse uma ciclofaixa que ainda não tem? Silas Murgula.,Exercício e saúde,Menos de um ano,Desrespeito dos motoristas;Invasão de carros ou motos na ciclovia,"Sim, tenho medo de acidentes",Não,Não
50,Masculino,"Existe alguma rua em Fortaleza que você gostaria de ter essa sinalização na ciclovia que não tem ainda? Esse pedaçozinho aqui, né? Quando chega por lá, acaba. Quando ela chega bem ali, ela acaba. Não tem mais, não. Não tem mais. Ah, não. Tem por lá de cá, do ponteiro. Mas tá muito precário, né? Tem uma ajeitadazinha nele pra melhorar, né? A iluminação que não tem.",Preferência pessoal,Mais de 5 anos,Sinalização inadequada;Falta de ciclovias;Má qualidade das ciclovias;Outros obstáculos na ciclovia,"Sim, tenho medo de acidentes",Sim,"Sim, por uma moto"
31,Masculino,"Existe alguma rua em Fortaleza que você gostaria que tivesse uma ciclofaixa? A Perimetral. Assim, no começo ali do Serval tem até a entrada da via que vem pro Castelão.",Exercício e saúde,Entre 2 e 3 anos,Desrespeito dos motoristas; Invasão de carros ou motos na ciclovia; Falta de ciclovias,"Sim, tenho medo de acidentes",Sim,Não
24,Masculino,"Existe alguma rua em Porto Alegre que tu gostaria que tivesse isso como faixa? Tu citou, né? Avenida Pompilho Gomes.",Exercício e saúde,Menos de um ano,"Falta de ciclovias, Buracos na ciclovia, Lixo na ciclovia, Má qualidade das ciclovias, Outros obstáculos na ciclovia","Sim, tenho medo de acidentes",Não,Não
27,Masculino,"Existe alguma rua em Porto Alegre que tu gostaria que tivesse uma ciclovia e. Tu já comentou, né? Muito obrigada. Por nada. Valeu.",Mais fácil;Praticidade e conveniência,Entre 3 e 5 anos,Outros obstáculos na ciclovia,"Sim, tenho medo de acidentes",Não,Não
20,Masculino,"Definir alguma rua em Fortaleza que você gostaria de ver uma ciclovia, né? Não, na época eu não conheço muito bem Fortaleza, tá entendendo? Mas só a rua que eu trabalho mesmo. trajeto do trabalho.",Única opção,Menos de um ano,Outros obstáculos na ciclovia,Não,Não,Não
